ANIME_ID,NAME,SCORE,TYPE,EPISODES,STATUS,STUDIOS,SOURCE,RATING,RANK,POPULARITY,FAVORITES,SCORED_BY,MEMBERS,DURATION_FINAL,PREMIERED_SEASON,PREMIERED_YEAR,Action,Adventure,AvantGarde,AwardWinning,BoysLove,Comedy,Drama,Ecchi,Erotica,Fantasy,GirlsLove,Gourmet,Hentai,Horror,Mystery,Romance,Sci-Fi,SliceofLife,Sports,Supernatural,Suspense
6999,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,7.07,Special,2.0,Finished Airing,UNKNOWN,Manga,PG-13 - Teens 13 or older,3644.0,7300,3,2548.0,6277,3.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,Shin Calimero,6.16,TV,52.0,Finished Airing,Toei Animation,Other,G - All Ages,8069.0,10102,2,1093.0,2402,21.0,fall,1992.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6.94,Movie,1.0,Finished Airing,Toei Animation,Manga,R - 17+ (violence & profanity),4226.0,6220,18,3117.0,9351,111.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7016,Senjou no Valkyria: SenVal Theater,6.77,Special,9.0,Finished Airing,A-1 Pictures,Game,PG-13 - Teens 13 or older,5010.0,5697,3,5008.0,11546,3.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7017,K-On!: Ura-On!,6.36,Special,7.0,Finished Airing,Kyoto Animation,Original,G - All Ages,7089.0,2607,77,33079.0,61397,2.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020,Fashion,4.16,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12586.0,12696,2,520.0,982,4.0,UNKNOWN,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021,Ni-hiki no Sanma,4.74,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12273.0,13098,0,481.0,867,22.0,UNKNOWN,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7022,G-senjou no Higeki,3.56,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,12654.0,11737,1,802.0,1359,9.0,UNKNOWN,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,Heya,3.86,Movie,1.0,Finished Airing,UNKNOWN,Original,R+ - Mild Nudity,12623.0,10928,1,1115.0,1834,4.0,UNKNOWN,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7025,Kiseichuu no Ichiya,5.04,Movie,1.0,Finished Airing,UNKNOWN,Original,R - 17+ (violence & profanity),11893.0,9850,9,1390.0,2610,9.0,UNKNOWN,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7026,Mado,4.52,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12454.0,12428,0,604.0,1063,5.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,Manga,4.53,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12452.0,11891,2,734.0,1280,7.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7028,Pop,3.73,Movie,1.0,Finished Airing,Kuri Jikken Manga Kobo,Original,G - All Ages,12642.0,11591,1,879.0,1429,2.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7029,Tonari no Yarou,4.49,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12475.0,12303,1,605.0,1111,9.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7030,Kemeko no Love,4.28,Movie,1.0,Finished Airing,UNKNOWN,Original,PG - Children,12564.0,11413,1,885.0,1517,3.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,Satsujinkyou Jidai,4.58,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,12431.0,12049,0,669.0,1210,13.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7032,Kitte no Gensou,4.78,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12223.0,12626,0,561.0,1004,6.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,Seto no Hanayome OVA Specials,7.36,Special,2.0,Finished Airing,Gonzo,Manga,PG-13 - Teens 13 or older,2233.0,5481,2,4941.0,12748,0.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,Zan Sayonara Zetsubou Sensei Bangaichi,7.76,OVA,2.0,Finished Airing,Shaft,Manga,R - 17+ (violence & profanity),994.0,3317,33,16159.0,39378,26.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.31,Movie,1.0,Finished Airing,Shin-Ei Animation,Unknown,PG - Children,2473.0,6003,8,6524.0,10163,91.0,UNKNOWN,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7048,Crush Gear Nitro,5.93,TV,50.0,Finished Airing,Sunrise,Unknown,PG-13 - Teens 13 or older,9142.0,11113,4,670.0,1705,23.0,winter,2003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7052,Shinshuu Sudama-hen,5.73,OVA,4.0,Finished Airing,Magic Bus,Novel,R+ - Mild Nudity,9972.0,13239,1,118.0,830,28.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053,Fault!!,7.04,OVA,3.0,Finished Airing,T-Rex,Visual novel,Rx - Hentai,0.0,4222,137,9935.0,24091,29.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7054,Kaichou wa Maid-sama!,8.01,TV,26.0,Finished Airing,J.C.Staff,Manga,PG-13 - Teens 13 or older,570.0,103,22311,705048.0,1202350,24.0,spring,2010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7058,Uragiri wa Boku no Namae wo Shitteiru,7.21,TV,24.0,Finished Airing,J.C.Staff,Manga,R - 17+ (violence & profanity),2976.0,1967,969,37323.0,97623,23.0,spring,2010.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7059,Black★Rock Shooter (OVA),7.1,OVA,1.0,Finished Airing,Ordet,Other,PG-13 - Teens 13 or older,3534.0,1280,784,105621.0,172731,52.0,UNKNOWN,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,Ring of Gundam,5.15,Special,1.0,Finished Airing,Sunrise,Original,G - All Ages,11693.0,8066,4,1991.0,4934,5.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7062,Hidamari Sketch x ☆☆☆,7.9,TV,12.0,Finished Airing,Shaft,4-koma manga,PG-13 - Teens 13 or older,734.0,3993,147,12688.0,26966,24.0,winter,2010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7066,Mahoromatic: Tadaima Okaeri,7.04,Special,2.0,Finished Airing,Gainax,Manga,R+ - Mild Nudity,3806.0,6152,4,4021.0,9581,24.0,UNKNOWN,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
7071,Shoujouji no Tanuki-bayashi,4.7,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,12317.0,12569,0,560.0,1021,1.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7079,Ookamikakushi,6.3,TV,12.0,Finished Airing,AIC,Visual novel,PG-13 - Teens 13 or older,7406.0,2371,84,30597.0,72175,24.0,winter,2010.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
7081,Danball Senki,6.97,TV,44.0,Finished Airing,OLM,Game,G - All Ages,4114.0,6127,46,4347.0,9677,23.0,spring,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7082,Shugo Chara! Party!,6.64,TV,25.0,Finished Airing,Satelight,Manga,PG - Children,5633.0,2376,173,35788.0,71779,21.0,fall,2009.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7083,Hakushaku to Yousei Specials,6.36,Special,6.0,Finished Airing,Artland,Light novel,PG-13 - Teens 13 or older,7080.0,6364,7,2778.0,8826,3.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7088,Ichiban Ushiro no Daimaou,6.74,TV,12.0,Finished Airing,Artland,Light novel,R+ - Mild Nudity,5130.0,404,1260,294638.0,509902,23.0,spring,2010.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7090,Madou King Granzort: Saigo no Magical Taisen,6.32,OVA,2.0,Finished Airing,UNKNOWN,Original,G - All Ages,7290.0,14460,1,157.0,567,28.0,UNKNOWN,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7092,Shoujo Fight: Norainu-tachi no Odekake,0.0,OVA,1.0,Finished Airing,Production I.G,Manga,PG-13 - Teens 13 or older,19790.0,12965,1,0.0,904,29.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7103,Miracle☆Train: Oedo-sen e Youkoso,6.46,TV,13.0,Finished Airing,Yumeta Company,Mixed media,PG-13 - Teens 13 or older,6552.0,4666,40,7453.0,19136,23.0,fall,2009.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7106,Ougon Senshi Gold Lightan,6.15,TV,52.0,Finished Airing,Tatsunoko Production,Original,PG-13 - Teens 13 or older,8124.0,12022,1,260.0,1223,25.0,spring,1981.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7108,Shikabane Hime: Puchitto,6.08,Special,1.0,Finished Airing,Gainax,Manga,PG-13 - Teens 13 or older,8485.0,8242,2,1723.0,4652,3.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7109,Gyouten Ningen Batsealer,6.39,TV,52.0,Finished Airing,UNKNOWN,Unknown,PG - Children,6922.0,14038,3,166.0,643,25.0,spring,2001.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,5.46,OVA,1.0,Finished Airing,Zyc,Manga,Rx - Hentai,0.0,4515,77,9754.0,20597,33.0,UNKNOWN,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7112,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,6.21,Movie,1.0,Finished Airing,UNKNOWN,Novel,G - All Ages,7813.0,10600,6,483.0,2045,48.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7113,30th Gundam Perfect Mission,6.8,OVA,1.0,Finished Airing,Sunrise,Unknown,G - All Ages,4830.0,6995,8,3395.0,6973,2.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7117,Pika Don,6.22,Movie,1.0,Finished Airing,UNKNOWN,Unknown,R+ - Mild Nudity,7756.0,12493,0,482.0,1043,9.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,Dai Yamato Zero-gou,5.7,OVA,5.0,Finished Airing,JCF,Original,PG-13 - Teens 13 or older,10063.0,11446,1,279.0,1498,41.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7124,Madou King Granzort: Bouken-hen,6.16,OVA,3.0,Finished Airing,UNKNOWN,Original,G - All Ages,8052.0,14736,1,157.0,525,25.0,UNKNOWN,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7135,Mahou Sensei Negima! Movie: Anime Final,6.75,Movie,1.0,Finished Airing,"Shaft, Studio Pastoral",Manga,PG-13 - Teens 13 or older,5090.0,4510,18,6479.0,20623,84.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7139,Gdleen,5.54,OVA,1.0,Finished Airing,Ashi Productions,Light novel,R+ - Mild Nudity,10647.0,11769,0,566.0,1341,44.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7144,Uchuu Senkan Yamato: Fukkatsu-hen,6.94,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,4231.0,8477,6,1462.0,4284,135.0,UNKNOWN,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,Ladies versus Butlers!,6.56,TV,12.0,Finished Airing,Xebec,Light novel,R+ - Mild Nudity,6041.0,1054,272,106348.0,213393,24.0,winter,2010.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7152,Anyamal Tantei Kiruminzoo,7.16,TV,50.0,Finished Airing,Satelight,Original,G - All Ages,3220.0,6533,54,1997.0,8235,23.0,fall,2009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7154,SM no Susume,4.86,OVA,1.0,Finished Airing,UNKNOWN,Visual novel,Rx - Hentai,0.0,13253,0,207.0,827,29.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7155,Beat Shot!!,4.77,OVA,1.0,Finished Airing,Gainax,Manga,Rx - Hentai,12238.0,12158,1,304.0,1168,27.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7156,Arei no Kagami: Way to the Virgin Space,5.4,Movie,1.0,Finished Airing,Toei Animation,Unknown,G - All Ages,11067.0,11001,0,725.0,1782,26.0,UNKNOWN,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,6.15,Movie,1.0,Finished Airing,Toei Animation,Manga,PG-13 - Teens 13 or older,8098.0,11491,0,463.0,1481,31.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,6.12,Movie,1.0,Finished Airing,Toei Animation,Manga,PG-13 - Teens 13 or older,8258.0,11782,0,414.0,1336,20.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7160,Yoroshiku Mechadock,6.75,TV,30.0,Finished Airing,Tatsunoko Production,Manga,PG-13 - Teens 13 or older,5105.0,9954,10,539.0,2520,23.0,fall,1984.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7162,Yaruki Manman,4.99,OVA,3.0,Finished Airing,Knack Productions,Unknown,R+ - Mild Nudity,0.0,13125,2,267.0,861,39.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7164,Catman Specials,5.86,Special,4.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,9456.0,13391,0,355.0,797,5.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7169,Ibarahime Mata wa Nemurihime,6.08,Movie,1.0,Finished Airing,UNKNOWN,Other,R+ - Mild Nudity,8466.0,11986,4,501.0,1236,21.0,UNKNOWN,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,Kataku,5.97,Movie,1.0,Finished Airing,UNKNOWN,Other,PG-13 - Teens 13 or older,8972.0,10030,3,789.0,2455,19.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7171,Oni,6.02,Movie,1.0,Finished Airing,UNKNOWN,Other,PG-13 - Teens 13 or older,8761.0,10732,3,960.0,1961,7.0,UNKNOWN,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7174,Usaru-san,5.89,Special,4.0,Finished Airing,OLM,Other,PG - Children,9326.0,11875,2,728.0,1284,2.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7175,Himitsukessha Taka no Tsume Countdown,5.65,TV,11.0,Finished Airing,DLE,Unknown,PG-13 - Teens 13 or older,10296.0,13972,0,152.0,659,11.0,fall,2009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7176,Cheburashka Arere?,6.41,TV,26.0,Finished Airing,GoHands,Book,G - All Ages,6813.0,9120,2,1600.0,3375,3.0,fall,2009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7177,Gokyoudai Monogatari,0.0,TV,32.0,Finished Airing,UNKNOWN,Manga,G - All Ages,16118.0,14523,1,0.0,557,19.0,fall,2009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,6.74,OVA,2.0,Finished Airing,Melissa,Original,Rx - Hentai,0.0,6621,24,2842.0,8032,29.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7179,Makai Tenshi Djibril 3,6.2,OVA,2.0,Finished Airing,Studio Soul,Visual novel,Rx - Hentai,0.0,7851,12,1786.0,5268,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7189,Kotatsu Neko (TV),0.0,TV,26.0,Finished Airing,UNKNOWN,Other,G - All Ages,17446.0,14310,0,0.0,595,3.0,fall,2009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,Choujikuu Romanesque Samy: Missing 99,4.86,OVA,1.0,Finished Airing,Aubec,Original,PG-13 - Teens 13 or older,12119.0,10989,3,683.0,1792,58.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7193,Aoi Bungaku Series,7.69,TV,12.0,Finished Airing,Madhouse,Novel,R - 17+ (violence & profanity),1171.0,1048,1608,63603.0,214652,23.0,fall,2009.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7211,Rose O'Neill Kewpie,0.0,TV,26.0,Finished Airing,TMS Entertainment,Other,G - All Ages,19235.0,15782,0,0.0,410,5.0,winter,2010.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7216,Sekai Douwa Anime Zenshuu,5.72,OVA,10.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,10021.0,14548,5,143.0,555,11.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7222,Macross F Movie 2: Sayonara no Tsubasa,7.94,Movie,1.0,Finished Airing,"Satelight, 8bit",Original,PG-13 - Teens 13 or older,664.0,4000,119,13340.0,26811,114.0,UNKNOWN,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7229,Black Jack ONA,6.41,ONA,12.0,Finished Airing,UNKNOWN,Unknown,PG - Children,6809.0,9625,0,658.0,2847,16.0,UNKNOWN,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,6.02,ONA,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,8743.0,10475,1,864.0,2133,22.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7243,Suisei,4.91,Movie,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,12071.0,11429,0,811.0,1502,5.0,UNKNOWN,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,Hyakka Zukan,5.11,Movie,1.0,Finished Airing,UNKNOWN,Unknown,G - All Ages,11773.0,12853,0,459.0,933,12.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,6.46,TV,26.0,Finished Airing,Toei Animation,Unknown,G - All Ages,6567.0,12705,1,265.0,978,24.0,spring,1995.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7247,Naked Wolves,5.59,TV,52.0,Finished Airing,Kate Arrow,Original,PG - Children,10481.0,13444,4,266.0,787,5.0,spring,2009.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7248,Top wo Nerae! Gunbuster Specials,5.7,Special,3.0,Finished Airing,Gainax,Original,PG-13 - Teens 13 or older,10086.0,7195,0,2501.0,6487,2.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7252,Grick no Bouken,5.97,Movie,1.0,Finished Airing,Studio Korumi,Book,G - All Ages,8963.0,14229,2,204.0,608,84.0,UNKNOWN,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.48,Special,1.0,Finished Airing,Yumeta Company,Visual novel,PG-13 - Teens 13 or older,6472.0,9550,2,766.0,2924,56.0,UNKNOWN,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7255,Hanaori,5.29,Movie,1.0,Finished Airing,UNKNOWN,Original,G - All Ages,11387.0,12669,0,473.0,990,13.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7257,Shijin no Shougai,5.64,Movie,1.0,Finished Airing,UNKNOWN,Original,PG - Children,10332.0,11172,4,706.0,1669,19.0,UNKNOWN,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7258,Tabi,5.32,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,11300.0,11898,2,572.0,1276,12.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7259,Kenju Giga,4.81,Movie,1.0,Finished Airing,UNKNOWN,Original,PG-13 - Teens 13 or older,12181.0,12281,0,559.0,1120,8.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,Mameshiba,6.99,Special,24.0,Finished Airing,UNKNOWN,Original,G - All Ages,4041.0,7764,23,2704.0,5397,0.0,UNKNOWN,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,Kagirohi: Shaku Kei,5.94,OVA,2.0,Finished Airing,PoRO,Visual novel,Rx - Hentai,0.0,7284,11,1961.0,6302,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,5.76,OVA,2.0,Finished Airing,T-Rex,Original,Rx - Hentai,0.0,7639,10,1722.0,5585,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7265,Kara no Shoujo,5.62,OVA,2.0,Finished Airing,Flavors Soft,Visual novel,Rx - Hentai,0.0,6913,19,2550.0,7198,27.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7266,Binkan Athlete,6.33,OVA,1.0,Finished Airing,T-Rex,Visual novel,Rx - Hentai,0.0,6761,14,3072.0,7639,32.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7268,Diabolus: Kikoku,6.15,OVA,2.0,Finished Airing,PoRO,Visual novel,Rx - Hentai,0.0,7191,16,2255.0,6501,28.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7270,Kidou Senshi Gundam 00 Special Edition,7.54,OVA,3.0,Finished Airing,Sunrise,Unknown,PG-13 - Teens 13 or older,1574.0,5664,26,3986.0,11704,99.0,UNKNOWN,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7273,Nido to Mezamenu Komori Uta,5.56,Movie,1.0,Finished Airing,UNKNOWN,Original,R+ - Mild Nudity,10572.0,8919,26,1418.0,3625,27.0,UNKNOWN,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7276,Natsumushi The Animation,6.48,OVA,2.0,Finished Airing,Cafe de Jeilhouse,Manga,Rx - Hentai,0.0,7343,8,2365.0,6188,29.0,UNKNOWN,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7279,TO,6.32,OVA,2.0,Finished Airing,Oxybot,Manga,PG-13 - Teens 13 or older,7247.0,7629,5,2142.0,5600,43.0,UNKNOWN,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,6.48,Movie,1.0,Finished Airing,Toei Animation,Unknown,G - All Ages,6467.0,11125,1,286.0,1700,16.0,UNKNOWN,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7290,Cyborg 009: Kaijuu Sensou,6.02,Movie,1.0,Finished Airing,Toei Animation,Unknown,PG - Children,8735.0,10462,2,741.0,2138,60.0,UNKNOWN,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7294,Licca-chan Fushigi na Mahou no Ring,5.78,OVA,2.0,Finished Airing,Ajia-do,Unknown,G - All Ages,9771.0,12638,1,294.0,999,25.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7303,Detective Conan: Black History,7.55,Special,1.0,Finished Airing,TMS Entertainment,Manga,PG-13 - Teens 13 or older,1542.0,6569,5,2934.0,8144,24.0,UNKNOWN,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,7.81,Special,1.0,Finished Airing,TMS Entertainment,Unknown,PG-13 - Teens 13 or older,902.0,4476,8,10277.0,20931,25.0,UNKNOWN,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7305,Detective Conan Movie 10: Promo Special,7.64,Special,1.0,Finished Airing,TMS Entertainment,Unknown,PG-13 - Teens 13 or older,1271.0,6067,7,4046.0,9921,23.0,UNKNOWN,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7307,Gegege no Kitarou (1985),6.48,TV,108.0,Finished Airing,Toei Animation,Manga,G - All Ages,6468.0,10027,2,614.0,2458,25.0,fall,1985.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
